date,time,value
"Jan 1, 2018",12:00 AM,10576
"Jan 1, 2018",12:15 AM,10404
"Jan 1, 2018",12:30 AM,10316
"Jan 1, 2018",12:45 AM,10260
"Jan 1, 2018",1:00 AM,10277
"Jan 1, 2018",1:15 AM,10173
"Jan 1, 2018",1:30 AM,10054
"Jan 1, 2018",1:45 AM,10109
"Jan 1, 2018",2:00 AM,10139
"Jan 1, 2018",2:15 AM,9943
"Jan 1, 2018",2:30 AM,9908
"Jan 1, 2018",2:45 AM,9724
"Jan 1, 2018",3:00 AM,9633
"Jan 1, 2018",3:15 AM,9648
"Jan 1, 2018",3:30 AM,9613
"Jan 1, 2018",3:45 AM,9602
"Jan 1, 2018",4:00 AM,9624
"Jan 1, 2018",4:15 AM,9622
"Jan 1, 2018",4:30 AM,9649
"Jan 1, 2018",4:45 AM,9593
"Jan 1, 2018",5:00 AM,9759
"Jan 1, 2018",5:15 AM,9742
"Jan 1, 2018",5:30 AM,9653
"Jan 1, 2018",5:45 AM,9596
"Jan 1, 2018",6:00 AM,9520
"Jan 1, 2018",6:15 AM,9422
"Jan 1, 2018",6:30 AM,9403
"Jan 1, 2018",6:45 AM,9441
"Jan 1, 2018",7:00 AM,9414
"Jan 1, 2018",7:15 AM,9487
"Jan 1, 2018",7:30 AM,9577
"Jan 1, 2018",7:45 AM,9538
"Jan 1, 2018",8:00 AM,9617
"Jan 1, 2018",8:15 AM,9697
"Jan 1, 2018",8:30 AM,9817
"Jan 1, 2018",8:45 AM,10008
"Jan 1, 2018",9:00 AM,10120
"Jan 1, 2018",9:15 AM,10284
"Jan 1, 2018",9:30 AM,10483
"Jan 1, 2018",9:45 AM,10656
"Jan 1, 2018",10:00 AM,10750
"Jan 1, 2018",10:15 AM,10850
"Jan 1, 2018",10:30 AM,11067
"Jan 1, 2018",10:45 AM,11161
"Jan 1, 2018",11:00 AM,11326
"Jan 1, 2018",11:15 AM,11519
"Jan 1, 2018",11:30 AM,11708
"Jan 1, 2018",11:45 AM,11830
"Jan 1, 2018",12:00 PM,11929
"Jan 1, 2018",12:15 PM,11990
"Jan 1, 2018",12:30 PM,12126
"Jan 1, 2018",12:45 PM,12108
"Jan 1, 2018",1:00 PM,12007
"Jan 1, 2018",1:15 PM,11856
"Jan 1, 2018",1:30 PM,11835
"Jan 1, 2018",1:45 PM,11656
"Jan 1, 2018",2:00 PM,11581
"Jan 1, 2018",2:15 PM,11562
"Jan 1, 2018",2:30 PM,11560
"Jan 1, 2018",2:45 PM,11569
"Jan 1, 2018",3:00 PM,11503
"Jan 1, 2018",3:15 PM,11527
"Jan 1, 2018",3:30 PM,11603
"Jan 1, 2018",3:45 PM,11547
"Jan 1, 2018",4:00 PM,11729
"Jan 1, 2018",4:15 PM,11916
"Jan 1, 2018",4:30 PM,12214
"Jan 1, 2018",4:45 PM,12517
"Jan 1, 2018",5:00 PM,12838
"Jan 1, 2018",5:15 PM,13029
"Jan 1, 2018",5:30 PM,13134
"Jan 1, 2018",5:45 PM,13138
"Jan 1, 2018",6:00 PM,13186
"Jan 1, 2018",6:15 PM,13245
"Jan 1, 2018",6:30 PM,13291
"Jan 1, 2018",6:45 PM,13164
"Jan 1, 2018",7:00 PM,13033
"Jan 1, 2018",7:15 PM,12900
"Jan 1, 2018",7:30 PM,12836
"Jan 1, 2018",7:45 PM,12793
"Jan 1, 2018",8:00 PM,12504
"Jan 1, 2018",8:15 PM,12324
"Jan 1, 2018",8:30 PM,12163
"Jan 1, 2018",8:45 PM,11982
"Jan 1, 2018",9:00 PM,11983
"Jan 1, 2018",9:15 PM,11901
"Jan 1, 2018",9:30 PM,11808
"Jan 1, 2018",9:45 PM,11821
